raw_log,isFraud
[2026-01-08 18:00:00] EVENT=TRANSACTION USER=C1122443010 ACTION=PAYMENT AMOUNT=5159.08 DEVICE=desktop OS=iOS BROWSER=Chrome IP=94.69.227.25 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=2.29 RESULT=OK,0
[2026-01-07 20:00:00] EVENT=TRANSACTION USER=C1487846478 ACTION=PAYMENT AMOUNT=15923.48 DEVICE=desktop OS=Android BROWSER=Firefox IP=129.51.157.32 CITY=Pune LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=1.1 RESULT=OK,0
[2026-01-06 19:00:00] EVENT=TRANSACTION USER=C743909605 ACTION=PAYMENT AMOUNT=667.4 DEVICE=mobile OS=iOS BROWSER=Chrome IP=27.118.87.251 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=1.27 STATUS=SUCCESS,0
[2026-01-06 12:00:00] EVENT=TRANSACTION USER=C953179899 ACTION=PAYMENT AMOUNT=5813.58 DEVICE=desktop OS=iOS BROWSER=Chrome IP=93.57.80.198 CITY=Delhi LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=0.58 RESULT=OK,0
[2026-01-08 10:00:00] EVENT=TRANSACTION USER=C1662669396 ACTION=PAYMENT AMOUNT=4057.67 DEVICE=mobile OS=Android BROWSER=Safari IP=57.84.92.107 CITY=Pune LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=0.13 STATUS=SUCCESS,0
[2026-01-15 18:00:00] EVENT=TRANSACTION USER=C781839635 ACTION=CASH_OUT AMOUNT=103884.78 DEVICE=mobile OS=iOS BROWSER=Edge IP=117.230.113.197 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=2.88 RESULT=OK,0
[2026-01-02 17:00:00] EVENT=TRANSACTION USER=C1053348412 ACTION=CASH_IN AMOUNT=77664.66 DEVICE=desktop OS=Windows BROWSER=Safari IP=17.104.17.149 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=1.42 RESULT=OK,0
[2026-01-09 23:00:00] EVENT=TRANSACTION USER=C238138559 ACTION=CASH_OUT AMOUNT=43903.5 DEVICE=desktop OS=Android BROWSER=Firefox IP=200.49.105.142 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=0.27 STATUS=SUCCESS,0
[2026-01-11 17:00:00] EVENT=TRANSACTION USER=C1665276249 ACTION=CASH_IN AMOUNT=384823.64 DEVICE=desktop OS=Android BROWSER=Chrome IP=246.127.230.171 CITY=Chennai LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=2.48 STATUS=SUCCESS,0
[2026-01-11 22:00:00] EVENT=TRANSACTION USER=C1777593063 ACTION=PAYMENT AMOUNT=3076.09 DEVICE=desktop OS=Windows BROWSER=Firefox IP=56.152.97.142 CITY=Pune LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=0.94 RESULT=OK,0
[2026-01-10 18:00:00] EVENT=TRANSACTION USER=C76826540 ACTION=CASH_OUT AMOUNT=140608.63 DEVICE=mobile OS=iOS BROWSER=Chrome IP=66.147.213.20 CITY=Chennai LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=1.01 RESULT=OK,0
[2026-01-15 19:00:00] EVENT=TRANSACTION USER=C531424530 ACTION=CASH_IN AMOUNT=213074.65 DEVICE=mobile OS=Android BROWSER=Chrome IP=36.143.91.108 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=2.51 RESULT=OK,0
[2026-01-06 20:00:00] EVENT=TRANSACTION USER=C1962155506 ACTION=TRANSFER AMOUNT=888510.54 DEVICE=desktop OS=Windows BROWSER=Firefox IP=199.194.48.54 CITY=Bangalore LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=2.76 RESULT=OK,0
[2026-01-15 10:00:00] EVENT=TRANSACTION USER=C1576659604 ACTION=CASH_OUT AMOUNT=39275.1 DEVICE=mobile OS=Windows BROWSER=Chrome IP=120.80.187.216 CITY=Bangalore LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=2.36 STATUS=SUCCESS,0
[2026-01-12 12:00:00] EVENT=TRANSACTION USER=C1876623850 ACTION=CASH_IN AMOUNT=112501.97 DEVICE=desktop OS=Android BROWSER=Safari IP=87.166.57.127 CITY=Pune LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=0.25 RESULT=OK,0
[2026-01-09 17:00:00] EVENT=TRANSACTION USER=C1931645969 ACTION=CASH_OUT AMOUNT=44273.79 DEVICE=mobile OS=Android BROWSER=Chrome IP=8.1.136.175 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=2.47 RESULT=OK,0
[2026-01-13 00:00:00] EVENT=TRANSACTION USER=C2010864448 ACTION=TRANSFER AMOUNT=117763.53 DEVICE=mobile OS=Android BROWSER=Chrome IP=71.41.190.152 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=2.32 RESULT=OK,0
[2026-01-12 10:00:00] EVENT=TRANSACTION USER=C275539285 ACTION=CASH_IN AMOUNT=329241.9 DEVICE=mobile OS=Android BROWSER=Safari IP=22.239.35.46 CITY=Delhi LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=1.35 RESULT=OK,0
[2026-01-02 00:00:00] EVENT=TRANSACTION USER=C422724165 ACTION=PAYMENT AMOUNT=11349.53 DEVICE=desktop OS=iOS BROWSER=Chrome IP=39.96.33.202 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=0.87 RESULT=OK,0
[2026-01-01 15:00:00] EVENT=TRANSACTION USER=C102613092 ACTION=CASH_OUT AMOUNT=284001.9 DEVICE=mobile OS=Android BROWSER=Chrome IP=249.133.140.31 CITY=Chennai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=2.13 RESULT=OK,0
[2026-01-14 10:00:00] EVENT=TRANSACTION USER=C1428322953 ACTION=PAYMENT AMOUNT=97651.55 DEVICE=mobile OS=Windows BROWSER=Edge IP=233.46.86.215 CITY=Delhi LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=2.98 RESULT=OK,0
[2026-01-14 15:00:00] EVENT=TRANSACTION USER=C435291198 ACTION=CASH_IN AMOUNT=128927.39 DEVICE=desktop OS=iOS BROWSER=Chrome IP=250.191.88.69 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=2.96 RESULT=OK,0
[2026-01-06 09:00:00] EVENT=TRANSACTION USER=C1678536905 ACTION=CASH_IN AMOUNT=49081.33 DEVICE=desktop OS=Android BROWSER=Firefox IP=132.0.106.23 CITY=Pune LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=0.38 RESULT=OK,0
[2026-01-02 09:00:00] EVENT=TRANSACTION USER=C661463663 ACTION=PAYMENT AMOUNT=2586.05 DEVICE=mobile OS=iOS BROWSER=Chrome IP=181.128.173.186 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=2.0 STATUS=SUCCESS,0
[2026-01-10 20:00:00] EVENT=TRANSACTION USER=C1981943686 ACTION=CASH_OUT AMOUNT=125545.61 DEVICE=mobile OS=Windows BROWSER=Edge IP=38.208.98.117 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=1.08 STATUS=SUCCESS,0
[2026-01-12 22:00:00] EVENT=TRANSACTION USER=C1530434313 ACTION=PAYMENT AMOUNT=8042.32 DEVICE=mobile OS=iOS BROWSER=Firefox IP=156.69.157.167 CITY=Delhi LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=1.26 RESULT=OK,0
[2026-01-08 11:00:00] EVENT=TRANSACTION USER=C1598381133 ACTION=PAYMENT AMOUNT=8167.28 DEVICE=mobile OS=Android BROWSER=Safari IP=76.156.29.161 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=1.63 RESULT=OK,0
[2026-01-17 11:00:00] EVENT=TRANSACTION USER=C842686292 ACTION=PAYMENT AMOUNT=17652.49 DEVICE=mobile OS=Linux BROWSER=Chrome IP=24.118.169.100 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=0.99 RESULT=OK,0
[2026-01-07 23:00:00] EVENT=TRANSACTION USER=C1151585041 ACTION=PAYMENT AMOUNT=3617.89 DEVICE=mobile OS=iOS BROWSER=Chrome IP=62.252.170.237 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=2.01 RESULT=OK,0
[2026-01-22 18:00:00] EVENT=TRANSACTION USER=C239871438 ACTION=CASH_OUT AMOUNT=10485.01 DEVICE=mobile OS=Android BROWSER=Safari IP=40.217.156.240 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=1.15 RESULT=OK,0
[2026-01-12 16:00:00] EVENT=TRANSACTION USER=C435685934 ACTION=PAYMENT AMOUNT=8764.33 DEVICE=mobile OS=Android BROWSER=Edge IP=145.39.207.247 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=1.47 RESULT=OK,0
[2026-01-08 18:00:00] EVENT=TRANSACTION USER=C2085848653 ACTION=PAYMENT AMOUNT=10134.37 DEVICE=mobile OS=Windows BROWSER=Chrome IP=21.246.211.223 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=1.78 RESULT=OK,0
[2026-01-28 13:00:00] EVENT=TRANSACTION USER=C1371043815 ACTION=CASH_IN AMOUNT=308629.47 DEVICE=desktop OS=iOS BROWSER=Safari IP=106.61.114.129 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=0.99 RESULT=OK,0
[2026-01-01 16:00:00] EVENT=TRANSACTION USER=C1288328848 ACTION=TRANSFER AMOUNT=384087.49 DEVICE=mobile OS=iOS BROWSER=Chrome IP=216.98.16.49 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=0.72 RESULT=OK,0
[2026-01-12 18:00:00] EVENT=TRANSACTION USER=C229320527 ACTION=CASH_OUT AMOUNT=100855.11 DEVICE=desktop OS=Android BROWSER=Firefox IP=34.130.24.134 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=0.37 STATUS=SUCCESS,0
[2026-01-09 17:00:00] EVENT=TRANSACTION USER=C113319337 ACTION=PAYMENT AMOUNT=42523.26 DEVICE=mobile OS=Android BROWSER=Chrome IP=142.19.207.97 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=2.14 RESULT=OK,0
[2026-01-14 09:00:00] EVENT=TRANSACTION USER=C1620093236 ACTION=PAYMENT AMOUNT=5781.93 DEVICE=desktop OS=iOS BROWSER=Edge IP=106.128.127.140 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=1.45 RESULT=OK,0
[2026-01-12 18:00:00] EVENT=TRANSACTION USER=C78760216 ACTION=CASH_OUT AMOUNT=117675.53 DEVICE=mobile OS=Android BROWSER=Chrome IP=122.59.157.123 CITY=Pune LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=2.81 STATUS=SUCCESS,0
[2026-01-15 11:00:00] EVENT=TRANSACTION USER=C761078877 ACTION=CASH_IN AMOUNT=112766.38 DEVICE=desktop OS=iOS BROWSER=Firefox IP=92.226.246.53 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=1.25 STATUS=SUCCESS,0
[2026-01-29 19:00:00] EVENT=TRANSACTION USER=C972638226 ACTION=PAYMENT AMOUNT=8602.88 DEVICE=desktop OS=Windows BROWSER=Chrome IP=243.212.151.31 CITY=Delhi LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=1.1 STATUS=SUCCESS,0
[2026-01-15 19:00:00] EVENT=TRANSACTION USER=C2034065826 ACTION=CASH_OUT AMOUNT=119784.02 DEVICE=desktop OS=iOS BROWSER=Safari IP=229.185.202.246 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=1.75 RESULT=OK,0
[2026-01-01 09:00:00] EVENT=TRANSACTION USER=C1300199629 ACTION=CASH_OUT AMOUNT=56633.82 DEVICE=desktop OS=Android BROWSER=Safari IP=194.114.51.178 CITY=Delhi LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=0.39 RESULT=OK,0
[2026-01-01 09:00:00] EVENT=TRANSACTION USER=C1907282392 ACTION=CASH_OUT AMOUNT=39647.12 DEVICE=desktop OS=Android BROWSER=Chrome IP=173.143.77.171 CITY=Delhi LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=0.73 RESULT=OK,0
[2026-01-16 23:00:00] EVENT=TRANSACTION USER=C1931416906 ACTION=PAYMENT AMOUNT=4402.66 DEVICE=desktop OS=Android BROWSER=Chrome IP=69.90.217.180 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=0.77 RESULT=OK,0
[2026-01-01 23:00:00] EVENT=TRANSACTION USER=C1632526314 ACTION=PAYMENT AMOUNT=1738.18 DEVICE=desktop OS=Android BROWSER=Safari IP=178.146.114.171 CITY=Delhi LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=1.87 STATUS=SUCCESS,0
[2026-01-13 17:00:00] EVENT=TRANSACTION USER=C883676449 ACTION=CASH_OUT AMOUNT=104744.07 DEVICE=desktop OS=Android BROWSER=Chrome IP=61.207.90.84 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=2.25 RESULT=OK,0
[2026-01-24 13:00:00] EVENT=TRANSACTION USER=C364514261 ACTION=TRANSFER AMOUNT=382453.37 DEVICE=desktop OS=Windows BROWSER=Chrome IP=122.76.212.237 CITY=Pune LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=1.21 RESULT=OK,0
[2026-01-08 09:00:00] EVENT=TRANSACTION USER=C2144252452 ACTION=CASH_IN AMOUNT=194474.05 DEVICE=desktop OS=Android BROWSER=Chrome IP=187.158.130.45 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=1.47 RESULT=OK,0
[2026-01-14 17:00:00] EVENT=TRANSACTION USER=C304716041 ACTION=CASH_IN AMOUNT=96828.25 DEVICE=desktop OS=Windows BROWSER=Safari IP=213.153.80.165 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=1.87 RESULT=OK,0
[2026-01-16 19:00:00] EVENT=TRANSACTION USER=C1723909882 ACTION=CASH_OUT AMOUNT=134057.58 DEVICE=mobile OS=iOS BROWSER=Edge IP=212.33.172.39 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=0.71 RESULT=OK,0
[2026-01-10 18:00:00] EVENT=TRANSACTION USER=C912135860 ACTION=CASH_OUT AMOUNT=92419.6 DEVICE=desktop OS=Android BROWSER=Firefox IP=13.169.231.233 CITY=Delhi LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=2.94 RESULT=OK,0
[2026-01-01 06:00:00] EVENT=TRANSACTION USER=C2036431933 ACTION=PAYMENT AMOUNT=17172.65 DEVICE=desktop OS=Windows BROWSER=Edge IP=176.149.92.79 CITY=Pune LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=2.9 STATUS=SUCCESS,0
[2026-01-21 12:00:00] EVENT=TRANSACTION USER=C1323580329 ACTION=PAYMENT AMOUNT=2676.69 DEVICE=desktop OS=Android BROWSER=Firefox IP=143.42.81.165 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=0.16 STATUS=SUCCESS,0
[2026-01-15 12:00:00] EVENT=TRANSACTION USER=C1365245798 ACTION=TRANSFER AMOUNT=905360.63 DEVICE=mobile OS=Android BROWSER=Chrome IP=88.193.81.193 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=2.78 STATUS=SUCCESS,0
[2026-01-07 23:00:00] EVENT=TRANSACTION USER=C229610082 ACTION=PAYMENT AMOUNT=3560.12 DEVICE=mobile OS=Android BROWSER=Firefox IP=29.130.46.211 CITY=Pune LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=2.42 RESULT=OK,0
[2026-01-15 21:00:00] EVENT=TRANSACTION USER=C1965276462 ACTION=PAYMENT AMOUNT=11170.4 DEVICE=desktop OS=Linux BROWSER=Chrome IP=77.47.168.141 CITY=Delhi LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=0.67 STATUS=SUCCESS,0
[2026-01-12 10:00:00] EVENT=TRANSACTION USER=C2028912674 ACTION=PAYMENT AMOUNT=24755.69 DEVICE=desktop OS=iOS BROWSER=Chrome IP=90.245.224.76 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=1.69 RESULT=OK,0
[2026-01-09 18:00:00] EVENT=TRANSACTION USER=C713089224 ACTION=CASH_OUT AMOUNT=102042.58 DEVICE=mobile OS=Android BROWSER=Chrome IP=227.167.19.217 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=0.36 RESULT=OK,0
[2026-01-02 17:00:00] EVENT=TRANSACTION USER=C1736376417 ACTION=CASH_OUT AMOUNT=104446.91 DEVICE=desktop OS=Android BROWSER=Firefox IP=189.24.218.196 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=0.61 RESULT=OK,0
[2026-01-25 12:00:00] EVENT=TRANSACTION USER=C894234207 ACTION=PAYMENT AMOUNT=11375.07 DEVICE=desktop OS=Android BROWSER=Safari IP=175.34.195.147 CITY=Pune LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=2.66 RESULT=OK,0
[2026-01-08 19:00:00] EVENT=TRANSACTION USER=C1247138613 ACTION=TRANSFER AMOUNT=90466.85 DEVICE=mobile OS=iOS BROWSER=Edge IP=159.123.86.48 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=0.58 RESULT=OK,0
[2026-01-07 10:00:00] EVENT=TRANSACTION USER=C711979066 ACTION=CASH_OUT AMOUNT=265558.93 DEVICE=mobile OS=iOS BROWSER=Safari IP=162.178.232.224 CITY=Delhi LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=2.37 RESULT=OK,0
[2026-01-14 17:00:00] EVENT=TRANSACTION USER=C420005148 ACTION=PAYMENT AMOUNT=10087.6 DEVICE=desktop OS=Android BROWSER=Chrome IP=185.189.202.227 CITY=Delhi LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=2.87 RESULT=OK,0
[2026-01-06 16:00:00] EVENT=TRANSACTION USER=C718019031 ACTION=TRANSFER AMOUNT=788990.77 DEVICE=desktop OS=iOS BROWSER=Edge IP=100.78.43.168 CITY=Chennai LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=2.46 RESULT=OK,0
[2026-01-08 12:00:00] EVENT=TRANSACTION USER=C1274000025 ACTION=CASH_OUT AMOUNT=23656.09 DEVICE=mobile OS=iOS BROWSER=Chrome IP=52.223.227.173 CITY=Chennai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=1.66 RESULT=OK,0
[2026-01-28 13:00:00] EVENT=TRANSACTION USER=C605636777 ACTION=CASH_IN AMOUNT=295912.29 DEVICE=desktop OS=Android BROWSER=Chrome IP=57.209.243.248 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=2.73 STATUS=SUCCESS,0
[2026-01-17 11:00:00] EVENT=TRANSACTION USER=C683339527 ACTION=CASH_OUT AMOUNT=303132.84 DEVICE=desktop OS=Android BROWSER=Edge IP=215.254.85.14 CITY=Delhi LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=1.46 RESULT=OK,0
[2026-01-16 23:00:00] EVENT=TRANSACTION USER=C1798487374 ACTION=PAYMENT AMOUNT=16593.67 DEVICE=mobile OS=Android BROWSER=Safari IP=172.191.10.76 CITY=Pune LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=2.64 RESULT=OK,0
[2026-01-16 09:00:00] EVENT=TRANSACTION USER=C1382612140 ACTION=CASH_IN AMOUNT=73767.61 DEVICE=mobile OS=iOS BROWSER=Chrome IP=113.248.97.44 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=2.93 STATUS=SUCCESS,0
[2026-01-01 10:00:00] EVENT=TRANSACTION USER=C918125729 ACTION=PAYMENT AMOUNT=214.8 DEVICE=desktop OS=iOS BROWSER=Chrome IP=16.160.38.1 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=2.04 RESULT=OK,0
[2026-01-09 19:00:00] EVENT=TRANSACTION USER=C1387736864 ACTION=CASH_IN AMOUNT=163083.14 DEVICE=desktop OS=Windows BROWSER=Chrome IP=9.56.78.118 CITY=Delhi LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=1.6 STATUS=SUCCESS,0
[2026-01-14 17:00:00] EVENT=TRANSACTION USER=C2089372713 ACTION=CASH_IN AMOUNT=297945.81 DEVICE=mobile OS=iOS BROWSER=Safari IP=104.180.217.68 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=1.81 RESULT=OK,0
[2026-01-12 22:00:00] EVENT=TRANSACTION USER=C2091887638 ACTION=PAYMENT AMOUNT=8913.83 DEVICE=desktop OS=iOS BROWSER=Chrome IP=55.76.39.52 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=0.91 RESULT=OK,0
[2026-01-15 10:00:00] EVENT=TRANSACTION USER=C1880884828 ACTION=CASH_OUT AMOUNT=208368.61 DEVICE=desktop OS=Android BROWSER=Chrome IP=115.54.91.189 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=1.84 RESULT=OK,0
[2026-01-11 11:00:00] EVENT=TRANSACTION USER=C1319186383 ACTION=CASH_IN AMOUNT=69029.47 DEVICE=desktop OS=Android BROWSER=Firefox IP=45.221.86.244 CITY=Delhi LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=1.43 STATUS=SUCCESS,0
