raw_log,isFraud
[2056-10-19 158:-43:15] EVENT=TRANSACTION USER=C613644434 ACTION=PAYMENT AMOUNT=5539.137 DEVICE=mobile OS=Windows BROWSER=Edge IP=55.193.117.189 CITY=Delhi LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=2.8 STATUS=SUCCESS,0
[2026-01-11 09:00:00] EVENT=TRANSACTION USER=C179359414 ACTION=TRANSFER AMOUNT=95922.25 DEVICE=desktop OS=Android BROWSER=Chrome IP=172.130.38.247 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=0.89 RESULT=OK,0
[2081-5-40 0:12:47] EVENT=TRANSACTION USER=C1454088099 ACTION=CASH_OUT AMOUNT=46685.243 DEVICE=desktop OS=Linux BROWSER=Firefox IP=270.281.289.201 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=2.89 RESULT=OK,0
[1992--40-165 194:-27:122] EVENT=TRANSACTION USER=C809679924 ACTION=PAYMENT AMOUNT=20608.4 DEVICE=desktop OS=Windows BROWSER=Chrome IP=118.181.91.211 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=2.51 RESULT=OK,0
[2026-01-01 09:00:00] EVENT=TRANSACTION USER=C1656077370 ACTION=CASH_IN AMOUNT=19014.66 DEVICE=mobile OS=Android BROWSER=Chrome IP=208.254.138.27 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=1.83 STATUS=SUCCESS,0
[2011-91-66 -30:198:199] EVENT=TRANSACTION USER=C633635438 ACTION=CASH_OUT AMOUNT=3707342.7 DEVICE=desktop OS=Linux BROWSER=Safari IP=336.169.210.159 CITY=Delhi LOGIN_METHOD=otp FAILED_LOGINS=5 NEW_DEVICE=1 VELOCITY=5.37 STATUS=SUCCESS,0
[2175-103-18 34:73:-28] EVENT=TRANSACTION USER=C344453052 ACTION=CASH_OUT AMOUNT=180529.70 DEVICE=desktop OS=Linux BROWSER=Safari IP=363.260.123.268 CITY=Bangalore LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=2.223 STATUS=SUCCESS,0
[2160-106-118 -35:-38:103] EVENT=TRANSACTION USER=C1347572207 ACTION=CASH_OUT AMOUNT=328273.18 DEVICE=mobile OS=Windows BROWSER=Chrome IP=442.38.262.12 CITY=Pune LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=0.139 STATUS=SUCCESS,0
[2026-01-12 20:00:00] EVENT=TRANSACTION USER=C106186111 ACTION=PAYMENT AMOUNT=2438.99 DEVICE=mobile OS=Android BROWSER=Chrome IP=160.79.231.186 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=0.62 RESULT=OK,0
[2226-156-152 7:43:-39] EVENT=TRANSACTION USER=C1319709353 ACTION=PAYMENT AMOUNT=17831.136 DEVICE=mobile OS=Android BROWSER=Firefox IP=378.261.29.107 CITY=Bangalore LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=2.74 RESULT=OK,0
[2026-01-07 10:00:00] EVENT=TRANSACTION USER=C646517093 ACTION=TRANSFER AMOUNT=2177982.52 DEVICE=desktop OS=Windows BROWSER=Edge IP=203.138.88.185 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=0.5 RESULT=OK,0
[2169-109--45 123:41:74] EVENT=TRANSACTION USER=C1918413310 ACTION=CASH_IN AMOUNT=61622.84 DEVICE=mobile OS=Windows BROWSER=Chrome IP=9.69.3.152 CITY=Delhi LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=1.93 RESULT=OK,0
[2059-14--38 23:110:-43] EVENT=TRANSACTION USER=C1322772763 ACTION=CASH_IN AMOUNT=625803.77 DEVICE=mobile OS=Android BROWSER=Chrome IP=355.197.188.227 CITY=Hyderabad LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=2.191 STATUS=SUCCESS,0
[2026-01-11 09:00:00] EVENT=TRANSACTION USER=C1015908001 ACTION=CASH_OUT AMOUNT=149523.22 DEVICE=desktop OS=Windows BROWSER=Chrome IP=114.101.31.104 CITY=Delhi LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=2.53 RESULT=OK,0
[2108-147-7 134:139:109] EVENT=TRANSACTION USER=C972638226 ACTION=PAYMENT AMOUNT=8685.159 DEVICE=desktop OS=Windows BROWSER=Chrome IP=303.377.328.183 CITY=Hyderabad LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=1.1 STATUS=SUCCESS,0
[2126-6-142 43:22:-20] EVENT=TRANSACTION USER=C1417220222 ACTION=CASH_IN AMOUNT=567480.194 DEVICE=desktop OS=iOS BROWSER=Safari IP=15.267.273.268 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=1.247 RESULT=OK,0
[2213-58-32 27:70:72] EVENT=TRANSACTION USER=C159356175 ACTION=PAYMENT AMOUNT=15283.181 DEVICE=desktop OS=Windows BROWSER=Edge IP=192.60.127.446 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=1.213 RESULT=OK,0
[2026-01-01 17:00:00] EVENT=TRANSACTION USER=C1826806541 ACTION=PAYMENT AMOUNT=24960.55 DEVICE=mobile OS=Linux BROWSER=Chrome IP=24.188.67.51 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=0.5 STATUS=SUCCESS,0
[2117-103-16 -27:9:25] EVENT=TRANSACTION USER=C675329792 ACTION=CASH_OUT AMOUNT=322080.15 DEVICE=desktop OS=Linux BROWSER=Edge IP=-24.194.111.20 CITY=Delhi LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=1.189 RESULT=OK,0
[2026-01-14 11:00:00] EVENT=TRANSACTION USER=C1726987336 ACTION=PAYMENT AMOUNT=5234.17 DEVICE=mobile OS=Windows BROWSER=Chrome IP=109.243.184.149 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=1.84 STATUS=SUCCESS,0
[2044--25-25 80:118:28] EVENT=TRANSACTION USER=C656664354 ACTION=CASH_IN AMOUNT=153349.58 DEVICE=desktop OS=Android BROWSER=Edge IP=161.126.135.171 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=1.79 RESULT=OK,0
[2055-199-42 164:45:104] EVENT=TRANSACTION USER=C1160230270 ACTION=PAYMENT AMOUNT=10373.-4 DEVICE=desktop OS=iOS BROWSER=Chrome IP=75.282.143.323 CITY=Hyderabad LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=0.147 STATUS=SUCCESS,0
[2026-01-14 10:00:00] EVENT=TRANSACTION USER=C965026810 ACTION=CASH_OUT AMOUNT=182900.91 DEVICE=desktop OS=Linux BROWSER=Chrome IP=190.250.43.60 CITY=Chennai LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=2.09 RESULT=OK,0
[2010-133-177 13:162:-46] EVENT=TRANSACTION USER=C644133126 ACTION=PAYMENT AMOUNT=11333.224 DEVICE=mobile OS=Windows BROWSER=Safari IP=52.108.75.204 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=2.177 RESULT=OK,0
[2176-23-53 209:131:-35] EVENT=TRANSACTION USER=C628216011 ACTION=PAYMENT AMOUNT=6971.177 DEVICE=mobile OS=Windows BROWSER=Safari IP=235.264.83.115 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=2.33 RESULT=OK,0
[2185--13-125 154:27:97] EVENT=TRANSACTION USER=C830620416 ACTION=TRANSFER AMOUNT=340053.0 DEVICE=mobile OS=Windows BROWSER=Firefox IP=97.67.268.239 CITY=Bangalore LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=0.116 RESULT=OK,0
[2164-169-94 114:100:-15] EVENT=TRANSACTION USER=C632294860 ACTION=CASH_IN AMOUNT=8939.187 DEVICE=mobile OS=iOS BROWSER=Edge IP=350.209.325.417 CITY=Pune LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=2.135 RESULT=OK,0
[2065--27-111 53:-21:164] EVENT=TRANSACTION USER=C1654941582 ACTION=CASH_OUT AMOUNT=86667.67 DEVICE=mobile OS=iOS BROWSER=Chrome IP=88.248.302.192 CITY=Bangalore LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=2.224 RESULT=OK,0
[2158-28-55 208:177:-32] EVENT=TRANSACTION USER=C303118556 ACTION=TRANSFER AMOUNT=96963.11 DEVICE=desktop OS=iOS BROWSER=Edge IP=317.248.233.333 CITY=Pune LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=2.246 RESULT=OK,0
[2026-01-13 12:00:00] EVENT=TRANSACTION USER=C672679782 ACTION=CASH_OUT AMOUNT=84124.22 DEVICE=desktop OS=Android BROWSER=Firefox IP=250.150.36.94 CITY=Delhi LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=0.51 RESULT=OK,0
[2026-01-16 19:00:00] EVENT=TRANSACTION USER=C1928542780 ACTION=CASH_OUT AMOUNT=2409.22 DEVICE=mobile OS=Android BROWSER=Chrome IP=251.176.22.239 CITY=Delhi LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=0.54 RESULT=OK,0
[2217-121-116 25:30:92] EVENT=TRANSACTION USER=C3654626 ACTION=TRANSFER AMOUNT=3711245.45 DEVICE=mobile OS=Android BROWSER=Chrome IP=194.40.200.28 CITY=Hyderabad LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=2.35 RESULT=OK,0
[2011-15-14 46:92:27] EVENT=TRANSACTION USER=C1415664171 ACTION=PAYMENT AMOUNT=12437.28 DEVICE=mobile OS=iOS BROWSER=Edge IP=157.62.166.387 CITY=Delhi LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=1.37 RESULT=OK,0
[2004-166-56 108:3:191] EVENT=TRANSACTION USER=C527866689 ACTION=CASH_OUT AMOUNT=97400.-7 DEVICE=mobile OS=Linux BROWSER=Safari IP=235.203.327.302 CITY=Pune LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=2.253 RESULT=OK,0
[2011--46-59 124:-46:-19] EVENT=TRANSACTION USER=C1298503946 ACTION=PAYMENT AMOUNT=9361.15 DEVICE=desktop OS=Windows BROWSER=Safari IP=112.252.15.239 CITY=Hyderabad LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=2.72 RESULT=OK,0
[2208-116-54 52:27:-37] EVENT=TRANSACTION USER=C1618093669 ACTION=CASH_IN AMOUNT=153635.72 DEVICE=mobile OS=Android BROWSER=Edge IP=158.303.212.212 CITY=Pune LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=2.4 RESULT=OK,0
[2178-83-143 85:81:95] EVENT=TRANSACTION USER=C976709647 ACTION=CASH_IN AMOUNT=214229.175 DEVICE=mobile OS=Windows BROWSER=Safari IP=9.311.176.112 CITY=Hyderabad LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=2.164 RESULT=OK,0
[2026-01-12 14:00:00] EVENT=TRANSACTION USER=C1367016113 ACTION=CASH_IN AMOUNT=202739.18 DEVICE=mobile OS=Linux BROWSER=Firefox IP=65.103.83.95 CITY=Pune LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=0.29 RESULT=OK,0
[2026-01-07 11:00:00] EVENT=TRANSACTION USER=C1536329883 ACTION=PAYMENT AMOUNT=32739.66 DEVICE=desktop OS=Windows BROWSER=Chrome IP=131.71.161.200 CITY=Chennai LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=0.61 RESULT=OK,0
[2089-84-181 189:168:59] EVENT=TRANSACTION USER=C43833818 ACTION=PAYMENT AMOUNT=1556.164 DEVICE=desktop OS=Android BROWSER=Chrome IP=86.417.242.403 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=1.51 RESULT=OK,0
[2009-67-57 -28:186:144] EVENT=TRANSACTION USER=C766921795 ACTION=PAYMENT AMOUNT=5435.246 DEVICE=desktop OS=iOS BROWSER=Safari IP=43.87.171.195 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=0.81 RESULT=OK,0
[2141-83-11 201:79:11] EVENT=TRANSACTION USER=C1371482499 ACTION=PAYMENT AMOUNT=1312.101 DEVICE=desktop OS=Android BROWSER=Chrome IP=4.187.216.199 CITY=Chennai LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=0.55 RESULT=OK,0
[2165-175-65 35:175:122] EVENT=TRANSACTION USER=C1607661883 ACTION=CASH_OUT AMOUNT=234258.39 DEVICE=desktop OS=Windows BROWSER=Edge IP=138.364.74.90 CITY=Pune LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=0.71 STATUS=SUCCESS,0
[2081-47-213 185:72:12] EVENT=TRANSACTION USER=C1460002809 ACTION=PAYMENT AMOUNT=30333.8 DEVICE=desktop OS=Android BROWSER=Chrome IP=61.151.354.289 CITY=Bangalore LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=0.36 STATUS=SUCCESS,0
[2095-68-154 30:194:122] EVENT=TRANSACTION USER=C958926856 ACTION=PAYMENT AMOUNT=12134.75 DEVICE=mobile OS=Android BROWSER=Chrome IP=192.38.1.152 CITY=Pune LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=1.164 RESULT=OK,0
[2000-138-89 49:37:10] EVENT=TRANSACTION USER=C471799894 ACTION=PAYMENT AMOUNT=8365.76 DEVICE=mobile OS=iOS BROWSER=Chrome IP=269.386.176.73 CITY=Hyderabad LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=0.67 RESULT=OK,0
[2117--48-100 17:32:159] EVENT=TRANSACTION USER=C594136910 ACTION=CASH_OUT AMOUNT=179341.133 DEVICE=desktop OS=Windows BROWSER=Chrome IP=149.307.336.198 CITY=Delhi LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=2.182 STATUS=SUCCESS,0
[2217-198-144 5:156:200] EVENT=TRANSACTION USER=C1371409541 ACTION=TRANSFER AMOUNT=129273.213 DEVICE=desktop OS=Android BROWSER=Safari IP=289.183.415.318 CITY=Hyderabad LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=2.14 RESULT=OK,0
[2019-120-147 209:20:13] EVENT=TRANSACTION USER=C879332740 ACTION=CASH_OUT AMOUNT=85831.179 DEVICE=desktop OS=Android BROWSER=Edge IP=263.187.126.221 CITY=Chennai LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=1.35 STATUS=SUCCESS,0
[2170-199-48 97:-42:138] EVENT=TRANSACTION USER=C1417220222 ACTION=CASH_IN AMOUNT=567388.125 DEVICE=desktop OS=iOS BROWSER=Safari IP=128.300.323.74 CITY=Pune LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=1.243 RESULT=OK,0
[2223-111-117 155:136:39] EVENT=TRANSACTION USER=C2005177920 ACTION=PAYMENT AMOUNT=2378.234 DEVICE=desktop OS=Linux BROWSER=Chrome IP=124.165.278.9 CITY=Delhi LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=1.195 STATUS=SUCCESS,0
[2009-67-57 -28:186:144] EVENT=TRANSACTION USER=C766921795 ACTION=PAYMENT AMOUNT=5435.246 DEVICE=desktop OS=iOS BROWSER=Safari IP=43.87.171.195 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=0.81 RESULT=OK,0
[2026-01-10 21:00:00] EVENT=TRANSACTION USER=C1082416764 ACTION=CASH_OUT AMOUNT=40445.7 DEVICE=mobile OS=iOS BROWSER=Safari IP=24.209.24.206 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=0.77 STATUS=SUCCESS,0
[2026-01-13 15:00:00] EVENT=TRANSACTION USER=C165979315 ACTION=PAYMENT AMOUNT=36243.15 DEVICE=mobile OS=iOS BROWSER=Chrome IP=107.224.135.150 CITY=Delhi LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=1.13 RESULT=OK,0
[2036-3-104 29:-13:62] EVENT=TRANSACTION USER=C2024388907 ACTION=CASH_OUT AMOUNT=16495.64 DEVICE=mobile OS=Android BROWSER=Safari IP=289.190.350.266 CITY=Chennai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=0.98 RESULT=OK,0
[2012--1-66 23:170:95] EVENT=TRANSACTION USER=C737066153 ACTION=CASH_OUT AMOUNT=255797.71 DEVICE=mobile OS=Android BROWSER=Chrome IP=199.252.342.187 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=1.113 STATUS=SUCCESS,0
[2178-20-195 149:183:139] EVENT=TRANSACTION USER=C663826545 ACTION=CASH_IN AMOUNT=25731.166 DEVICE=mobile OS=iOS BROWSER=Firefox IP=169.322.74.275 CITY=Hyderabad LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=2.163 RESULT=OK,0
[1992-151-36 188:-50:173] EVENT=TRANSACTION USER=C1809125386 ACTION=PAYMENT AMOUNT=1990.122 DEVICE=desktop OS=Android BROWSER=Chrome IP=247.393.97.141 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=0.11 STATUS=SUCCESS,0
[2209-6-105 166:103:172] EVENT=TRANSACTION USER=C219368930 ACTION=PAYMENT AMOUNT=6081.109 DEVICE=mobile OS=Linux BROWSER=Chrome IP=4.267.228.216 CITY=Hyderabad LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=1.224 RESULT=OK,0
[2029-97-70 193:196:92] EVENT=TRANSACTION USER=C2056018793 ACTION=PAYMENT AMOUNT=5433.170 DEVICE=desktop OS=Android BROWSER=Chrome IP=163.91.208.426 CITY=Pune LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=2.168 STATUS=SUCCESS,0
[2196-103-96 188:157:-16] EVENT=TRANSACTION USER=C566211788 ACTION=PAYMENT AMOUNT=38153.76 DEVICE=desktop OS=Android BROWSER=Chrome IP=140.179.305.255 CITY=Pune LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=0 VELOCITY=1.52 RESULT=OK,0
[2148-178-86 157:121:24] EVENT=TRANSACTION USER=C1849565163 ACTION=CASH_OUT AMOUNT=199879.77 DEVICE=mobile OS=iOS BROWSER=Safari IP=3.418.332.214 CITY=Hyderabad LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=0.19 RESULT=OK,0
[2204-173--9 55:43:159] EVENT=TRANSACTION USER=C451014007 ACTION=CASH_IN AMOUNT=18135.39 DEVICE=mobile OS=Android BROWSER=Chrome IP=142.125.172.203 CITY=Chennai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=0.217 STATUS=SUCCESS,0
[2026-01-14 14:00:00] EVENT=TRANSACTION USER=C254537579 ACTION=CASH_OUT AMOUNT=99838.88 DEVICE=mobile OS=Android BROWSER=Chrome IP=118.147.39.203 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=1.04 RESULT=OK,0
[2173--47-109 220:170:151] EVENT=TRANSACTION USER=C769435175 ACTION=PAYMENT AMOUNT=17374.182 DEVICE=mobile OS=Windows BROWSER=Chrome IP=9.4.402.311 CITY=Pune LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=1.34 STATUS=SUCCESS,0
[2128-1-203 166:25:50] EVENT=TRANSACTION USER=C494491532 ACTION=CASH_IN AMOUNT=71622.0 DEVICE=mobile OS=iOS BROWSER=Chrome IP=151.303.312.313 CITY=Pune LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=2.3 RESULT=OK,0
[2026-01-15 11:00:00] EVENT=TRANSACTION USER=C1174449012 ACTION=PAYMENT AMOUNT=27805.4 DEVICE=mobile OS=iOS BROWSER=Chrome IP=85.244.109.133 CITY=Mumbai LOGIN_METHOD=password FAILED_LOGINS=2 NEW_DEVICE=1 VELOCITY=2.92 RESULT=OK,0
[2202-52-90 200:130:34] EVENT=TRANSACTION USER=C774584300 ACTION=CASH_IN AMOUNT=88386.130 DEVICE=mobile OS=Android BROWSER=Chrome IP=280.301.380.402 CITY=Bangalore LOGIN_METHOD=password FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=2.170 STATUS=SUCCESS,0
[2026-01-01 14:00:00] EVENT=TRANSACTION USER=C393668021 ACTION=CASH_OUT AMOUNT=158766.95 DEVICE=mobile OS=Windows BROWSER=Chrome IP=197.60.121.247 CITY=Mumbai LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=1.44 RESULT=OK,0
[2156--34-125 -24:4:165] EVENT=TRANSACTION USER=C1699240416 ACTION=CASH_OUT AMOUNT=38863.169 DEVICE=desktop OS=Windows BROWSER=Edge IP=390.342.173.234 CITY=Chennai LOGIN_METHOD=password FAILED_LOGINS=0 NEW_DEVICE=0 VELOCITY=1.89 RESULT=OK,0
[2109-58-36 165:-16:14] EVENT=TRANSACTION USER=C913899119 ACTION=CASH_OUT AMOUNT=112564.9 DEVICE=desktop OS=Android BROWSER=Chrome IP=147.222.171.355 CITY=Chennai LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=1.65 STATUS=SUCCESS,0
[2149--47-99 214:165:148] EVENT=TRANSACTION USER=C1377418371 ACTION=CASH_IN AMOUNT=365547.209 DEVICE=mobile OS=iOS BROWSER=Chrome IP=171.210.21.289 CITY=Chennai LOGIN_METHOD=otp FAILED_LOGINS=1 NEW_DEVICE=1 VELOCITY=1.244 RESULT=OK,0
[2108-147-7 134:139:109] EVENT=TRANSACTION USER=C972638226 ACTION=PAYMENT AMOUNT=8685.159 DEVICE=desktop OS=Windows BROWSER=Chrome IP=303.377.328.183 CITY=Hyderabad LOGIN_METHOD=otp FAILED_LOGINS=0 NEW_DEVICE=1 VELOCITY=1.1 STATUS=SUCCESS,0
[2139-78-109 38:-48:73] EVENT=TRANSACTION USER=C1847200815 ACTION=CASH_IN AMOUNT=249621.1 DEVICE=mobile OS=iOS BROWSER=Chrome IP=131.82.178.316 CITY=Pune LOGIN_METHOD=otp FAILED_LOGINS=2 NEW_DEVICE=0 VELOCITY=2.37 RESULT=OK,0
